,Unnamed: 0,Unnamed: 0.1,Danceability,Mode,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),ID_CHECK,Song name,Artist,Album,ID,Class
472,181,50,0.773,1,0.474,2,-11.147,0.0368,0.639,0.0026,0.11,0.239,130.045,348207,74IE3QmRR07So8TE0320Oa,Mazhai Kuruvi,A.R. Rahman,Mazhai Kuruvi,74IE3QmRR07So8TE0320Oa,1
107,148,11,0.787,1,0.407,6,-15.394,0.0846,0.0825,0,0.249,0.683,139.989,390348,4gmqahu6i5AXRMgn4Lmg1f,Kaadhal Yogi,A.R. Rahman,Thaalam (Original Motion Picture Soundtrack),4gmqahu6i5AXRMgn4Lmg1f,1
338,246,27,0.79,0,0.74,10,-7.505,0.168,0.581,0.000165,0.523,0.948,133.526,247455,2oNRoniEFnPdaCfkOQ9m0C,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")",Santhosh Narayanan,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")",2oNRoniEFnPdaCfkOQ9m0C,1
31,28,28,0.842,0,0.921,10,-5.255,0.0554,0.317,0.00131,0.352,0.834,115.01,184696,2ev3UOM2TLhquAupkuTd6v,Jilla Theme,D. Imman,Jilla (Original Music Picture Soundtrack),2ev3UOM2TLhquAupkuTd6v,3
147,104,45,0.629,0,0.785,7,-4.714,0.08,0.399,4.06E-06,0.0718,0.706,83.963,309107,0fKqlihU1gGCFPuc4ii1ju,Aen Enakku,Vijay Antony,Naan Avanillai (Original Motion Picture Soundtrack),0fKqlihU1gGCFPuc4ii1ju,1
238,195,58,0.595,1,0.14,7,-14.483,0.0319,0.849,0,0.176,0.39,85.768,106684,13uibNTAxUTE60HaBLk2mO,Kollaiyele Thennai Vaithu,A.R. Rahman,Kaadhalan,13uibNTAxUTE60HaBLk2mO,1
730,76,5,0.715,1,0.495,2,-8.957,0.0384,0.799,0.0428,0.302,0.519,123.137,92880,1NXvkDUmCu2sDEZjeRFKle,Aadiyala Kathadichaa,Vidyasagar,Villan (Original Motion Picture Soundtrack),1NXvkDUmCu2sDEZjeRFKle,2
630,43,43,0.188,0,0.2,11,-14.561,0.0321,0.849,0.00176,0.113,0.104,87.879,64286,1Uxuizxwr1ODjC9RTiisz2,Veshangalil Poiyillai - Additional Song,Anirudh Ravichander,Remo Special (Original Background Score + Additional Song),1Uxuizxwr1ODjC9RTiisz2,2
115,153,16,0.755,1,0.594,9,-14.46,0.0549,0.216,0.000328,0.0781,0.683,141.946,302572,4mKiuyytbYITuoeF19MvSG,Nenjinile,A.R. Rahman,Uyire (Original Motion Picture Soundtrack),4mKiuyytbYITuoeF19MvSG,1
602,127,3,0.563,1,0.432,1,-7.862,0.0278,0.818,7.61E-06,0.119,0.348,76.499,198250,2GYzXSeNa3Y0BfIfS1VJj3,Yaen Ennai Pirindhaai - Male,Radhan,Adithya Varma,2GYzXSeNa3Y0BfIfS1VJj3,2
270,167,30,0.535,0,0.86,11,-1.167,0.173,0.429,0,0.155,0.636,172.025,389185,4fQQdER4zu0Q0WRGHx1UgQ,Velli Malare,A.R. Rahman,Jodi (Original Motion Picture Soundtrack),4fQQdER4zu0Q0WRGHx1UgQ,1
748,17,17,0.767,1,0.566,8,-9.697,0.0459,0.0235,0.0361,0.116,0.75,145.02,261813,7leZvkSK0HCGJAFSOaaqpA,Paakatha,Devi Sri Prasad,Aaru,7leZvkSK0HCGJAFSOaaqpA,2
407,263,44,0.703,1,0.834,0,-5.491,0.0508,0.0396,1.32E-06,0.178,0.537,127.944,196026,5MbszOoRyTOwOIJEOIZn6v,Sirikkalam Parakkalam,Masala Coffee,Kannum Kannum Kollaiyadithaal,5MbszOoRyTOwOIJEOIZn6v,1
425,210,79,0.692,1,0.624,9,-7.942,0.0678,0.295,1.46E-05,0.116,0.759,169.999,250397,28zGTndSQj4JT9nCPHRoTV,"Pondattee - From ""Golisoda 2""",Achu,"Pondattee (From ""Golisoda 2"")",28zGTndSQj4JT9nCPHRoTV,1
58,139,2,0.74,1,0.283,5,-19.161,0.0739,0.266,0,0.0792,0.793,90.962,290872,1Z8LzODEH4hn1fEMJEIARw,Aathangarai Maramea Adhil,Various Artists,Kizhakku Cheemayile,1Z8LzODEH4hn1fEMJEIARw,0
26,41,41,0.646,0,0.944,11,-4.418,0.168,0.182,0.948,0.0748,0.864,87.987,78500,54fHwcpMX37DJPHEecWtie,"Madura Petta - From ""Petta""",Anirudh Ravichander,Petta (Original Motion Picture Soundtrack),54fHwcpMX37DJPHEecWtie,3
155,157,20,0.568,0,0.581,7,-13.044,0.0553,0.106,0,0.125,0.468,149.984,355207,1Fg7iPvC0uugUZAjKfN3Wz,Enna Vilai,A.R. Rahman,Kadhalar Dhinam,1Fg7iPvC0uugUZAjKfN3Wz,1
617,177,53,0.705,0,0.495,7,-12.39,0.0367,0.265,5.73E-06,0.219,0.646,87.942,283680,4gvosBEwPcKZfcX3Qf9vgt,Kannukkulle,S.A. Rajkumar,Pennin Manathai Thottu (Original Motion Picture Soundtrack),4gvosBEwPcKZfcX3Qf9vgt,0
262,162,25,0.652,0,0.563,3,-10.289,0.0296,0.0355,4.85E-05,0.118,0.74,99.035,402383,2vIJ5ynPunetnvAV6Xe5rk,Kadhalenum,A.R. Rahman,Kadhalar Dhinam,2vIJ5ynPunetnvAV6Xe5rk,1
664,167,43,0.329,1,0.408,0,-10.672,0.0629,0.575,0,0.115,0.408,182.961,268684,2gp0OtnltLdrcNhKHVL2qM,Nee Nenacha,Hiphop Tamizha,Mr. Local (Original Motion Picture Soundtrack),2gp0OtnltLdrcNhKHVL2qM,2
674,219,34,0.569,0,0.635,4,-8.399,0.0357,0.309,3.75E-06,0.0801,0.514,162.007,190625,6ARiMQSRtNnMGgdRLYGyBH,"Kalaigiradhey Kanave (From ""Pon Magal Vandhal"")",Govind Vasantha,"Kalaigiradhey Kanave (From ""Pon Magal Vandhal"")",6ARiMQSRtNnMGgdRLYGyBH,2
759,187,2,0.362,1,0.711,9,-4.652,0.0386,0.525,0,0.329,0.336,164.649,299306,2TyThiy0ll1Iqe0hNc3JIK,Marandhaye,D. Imman,Teddy (Original Motion Picture Soundtrack),2TyThiy0ll1Iqe0hNc3JIK,2
756,156,32,0.522,0,0.144,2,-16.246,0.042,0.939,0.00113,0.103,0.17,152.959,224560,5v5g63WRf632vG45fCErpW,Yenga Pona Raasa,A.R. Rahman,Maryan (Original Motion Picture Soundtrack),5v5g63WRf632vG45fCErpW,2
347,198,67,0.675,1,0.562,5,-8.029,0.088,0.357,4.28E-06,0.125,0.651,154.986,234242,4qXLKjGhBqIlqtamTbkkCa,Sevatha Pulla,Ghibran,Theeran Adhigaaram Ondru (Original Motion Picture Soundtrack),4qXLKjGhBqIlqtamTbkkCa,1
345,124,124,0.696,1,0.782,2,-7.641,0.129,0.152,0,0.177,0.674,90.959,291013,7kvlhTrxrB84Pq169LHKsB,Kalaarasiga,A.R. Rahman,Ambikapathy (Original Motion Picture Soundtrack),7kvlhTrxrB84Pq169LHKsB,1
711,91,20,0.758,1,0.66,7,-4.287,0.0317,0.512,0.000144,0.0728,0.817,98.95,248867,0N9YQHhiFxTysy7gCgRtnz,"Oru Devathai Vanthu Vittaal (Repeat) - Language: Tamil; Film: Nee Varuvaai Ena…; Film Artist 1: Parthipan, Ajith; Film Artist 2: Devaiyani",S.A. Rajkumar,Thullatha Manamum Thullum & Nee Varuvai Ena,0N9YQHhiFxTysy7gCgRtnz,1
446,250,31,0.85,0,0.834,4,-4.118,0.106,0.496,1.71E-05,0.136,0.908,106.003,240334,4gmZ9uup1Jl1AyzLGHdgDQ,Asku Maaro,Dharan Kumar,Asku Maaro,4gmZ9uup1Jl1AyzLGHdgDQ,1
626,75,4,0.52,1,0.283,2,-9.928,0.029,0.898,0,0.285,0.193,80.17,201326,4kAV9kDMKV4MXGFWTlqbCq,Chinnathai Aval,Ilaiyaraaja,Thalapathi,4kAV9kDMKV4MXGFWTlqbCq,2
550,103,103,0.597,0,0.522,2,-5.349,0.0417,0.296,0,0.0709,0.499,149.969,256800,2JHHYFgKZG0O9Btzvl49dd,Verasa Pogayile,D. Imman,Jilla (Original Music Picture Soundtrack),2JHHYFgKZG0O9Btzvl49dd,1
175,71,12,0.642,0,0.562,9,-9.304,0.0607,0.584,0,0.104,0.671,149.82,306627,6APAPsBCutqTFJ9OFTbeCa,Ondra Renda,Harris Jayaraj,Kaakha Kaakha (Original Motion Picture Soundtrack),6APAPsBCutqTFJ9OFTbeCa,1
89,96,37,0.68,0,0.544,5,-9.43,0.0437,0.346,0,0.0726,0.669,81.99,303480,6Uuj1jpuiblOsJuQFqtnDR,Pallangkuzhien,S.A. Rajkumar,Aanandham (Original Motion Picture Soundtrack),6Uuj1jpuiblOsJuQFqtnDR,1
398,255,36,0.649,1,0.947,7,-4.087,0.26,0.218,0.383,0.0532,0.579,164.943,228258,4dJrjWtAhEkW7VdPYSL1Ip,"Vaathi Coming (From ""Master"")",Anirudh Ravichander,"Vaathi Coming (From ""Master"")",4dJrjWtAhEkW7VdPYSL1Ip,1
179,196,59,0.32,1,0.071,1,-20.492,0.051,0.175,0.0012,0.126,0.0337,131.349,218120,3LoBNASTqqjTGclD8OG4wH,Anbendru Mazhaieley Agilangal,A.R. Rahman,Minsara Kanavu (Orignal Motion Picture Soundtrack),3LoBNASTqqjTGclD8OG4wH,0
402,53,53,0.596,0,0.653,5,-3.817,0.0317,0.543,0,0.22,0.633,142.52,294316,5qGrY4iAi05Ej1yjfUUhNe,Kandaangi Kandaangi,D. Imman,Jilla (Original Music Picture Soundtrack),5qGrY4iAi05Ej1yjfUUhNe,0
546,49,49,0.621,1,0.515,5,-9.019,0.0453,0.616,0.000137,0.11,0.657,109.891,216000,2109dBho14Lqh2wr8goqAP,Enna Solla - The New Life of Tamizh,Anirudh Ravichander,Thangamagan (Original Motion Picture Soundtrack),2109dBho14Lqh2wr8goqAP,1
245,171,34,0.618,1,0.662,2,-12.14,0.0369,0.0265,8.95E-05,0.148,0.488,89.992,347784,6QleOhmbHLwcyB0vOm1uwb,Roja Roja,A.R. Rahman,Kadhalar Dhinam,6QleOhmbHLwcyB0vOm1uwb,1
35,33,33,0.607,0,0.924,5,-5.74,0.0348,0.00627,0.00299,0.385,0.546,129.948,263107,6OY61mofLDKA76sfce1ads,Vishwaroopam,Shankar-Ehsaan-Loy,Vishwaroopam (Tamil) [Original Motion Picture Soundtrack],6OY61mofLDKA76sfce1ads,3
113,205,68,0.662,1,0.673,11,-10.173,0.0487,0.277,0.00161,0.0933,0.395,99.981,354587,1Bzj1DJpWaIEPfXrXbhvU0,Sowkkiyama,A.R. Rahman,Sangamam (Original Motion Picture Soundtrack),1Bzj1DJpWaIEPfXrXbhvU0,0
236,31,31,0.829,0,0.572,11,-8.861,0.0359,0.333,2.71E-05,0.072,0.565,106.992,340467,13qBNEW349WxAfgzeOqaXt,Vaigaasi Nilave,Harris Jayaraj,Unnaale Unnaale (Original Motion Picture Soundtrack),13qBNEW349WxAfgzeOqaXt,2
577,111,40,0.705,1,0.457,9,-10.014,0.0341,0.576,9.45E-05,0.0888,0.508,108.174,312607,4d7Vh1Y2vh39fjv2v9NaWr,Oru Penpura,Deva,Annamalai,4d7Vh1Y2vh39fjv2v9NaWr,2
310,63,63,0.571,0,0.82,3,-5.232,0.0607,0.216,0,0.685,0.461,150.037,304924,1FPhg4xpllC5P8lBDLMmfW,"Aathi (From ""Kaththi"")",Anirudh Ravichander,Kaththi (Original Motion Picture Soundtrack),1FPhg4xpllC5P8lBDLMmfW,1
164,193,56,0.435,1,0.374,2,-11.63,0.0466,0.73,2.52E-05,0.0529,0.341,87.368,486792,2E3pO72BvxtdE7FbvvJG8r,Anjali Anjali,A.R. Rahman,Duet,2E3pO72BvxtdE7FbvvJG8r,1
440,249,30,0.607,0,0.843,5,-8.15,0.218,0.103,4.42E-05,0.107,0.582,133.131,252632,0t0mHozF8Xsif9w8bemh9D,"So Baby (From ""Doctor"")",Anirudh Ravichander,"So Baby (From ""Doctor"")",0t0mHozF8Xsif9w8bemh9D,1
668,115,44,0.445,1,0.354,4,-11.917,0.0357,0.34,0,0.153,0.375,100.12,336496,6078vTOfNPOHZDuyzzsMLx,Minnalea En Vazhvin,Various Artists,May Madham,6078vTOfNPOHZDuyzzsMLx,2
631,125,1,0.653,0,0.644,4,-7.121,0.0353,0.645,0.0163,0.0668,0.507,119.945,332852,5PKzNYdAfECbr0Tyd6sDU9,Pirai Thedum,G. V. Prakash,Mayakkam Yenna (Original Motion Picture Soundtrack),5PKzNYdAfECbr0Tyd6sDU9,2
743,139,15,0.416,1,0.586,2,-8.83,0.0482,0.483,0,0.12,0.502,195.106,267341,5vfE5CcHsU6k1nOWkF6HMI,Kannaane Kanne,Anirudh Ravichander,Naanum Rowdy Dhaan (Original Motion Picture Soundtrack),5vfE5CcHsU6k1nOWkF6HMI,2
699,171,47,0.414,0,0.523,6,-6.915,0.0332,0.667,9.00E-06,0.128,0.505,127.427,233224,0cVVuXVtEj2TYBccsnc4yK,Nee Yaaro,Anirudh Ravichander,Kaththi (Original Motion Picture Soundtrack),0cVVuXVtEj2TYBccsnc4yK,0
28,19,19,0.484,0,0.845,4,-3.817,0.131,0.374,0.00322,0.136,0.189,96.047,279219,569LdqMG6cviHV3bDAq1Ms,Naam Vaazhndhidum,Yuvan Shankar Raja,Vai Raja Vai (Original Motion Picture Soundtrack),569LdqMG6cviHV3bDAq1Ms,3
639,137,13,0.704,0,0.321,2,-10.488,0.0304,0.699,0,0.104,0.421,115.558,288164,4g7eIpFlTCMTMCBH9xIH4i,Uchanthala Regaiyile,Sid Sriram,Uchanthala Regaiyile - Pisasu 2,4g7eIpFlTCMTMCBH9xIH4i,2
415,109,109,0.871,0,0.705,9,-4.721,0.137,0.0537,0.000559,0.0793,0.62,127.026,303935,2iS1QIHYG8gyeHZmZCKDYL,Alaikaa Laikaa,Harris Jayaraj,Thuppakki (Original Motion Picture Soundtrack),2iS1QIHYG8gyeHZmZCKDYL,1
273,98,39,0.826,1,0.347,10,-11.984,0.0376,0.735,0,0.0934,0.675,96.951,283707,6yl8o8tWFueXUrszkUDnxl,Enthan Uyir,Yuvan Shankar Raja,Winner (Original Motion Picture Soundtrack),6yl8o8tWFueXUrszkUDnxl,1
644,34,34,0.715,1,0.302,2,-9.87,0.0371,0.68,4.26E-06,0.217,0.297,131.832,274834,3NHvXq8sdp7UmrqWJdAqz7,"Ninaithu Ninaithu (From ""7/G Rainbow Colony"")",Yuvan Shankar Raja,"Hits of Yuvan Shankar Raja, Vol.2",3NHvXq8sdp7UmrqWJdAqz7,2
411,96,96,0.547,0,0.634,2,-4.201,0.0396,0.515,1.16E-06,0.112,0.417,82.948,285387,4G3Qh2Xsblt3d2vm6exYi5,Ovvundraai Thirudugiraai,D. Imman,Jeeva (Original Motion Picture Soundtrack),4G3Qh2Xsblt3d2vm6exYi5,0
111,119,60,0.903,0,0.471,5,-10.66,0.0467,0.31,0.000226,0.176,0.908,115.99,321016,5fDCjN7JINjXYRtGsEbYNd,Nizhalinai Nijamum,Yuvan Shankar Raja,Raam,5fDCjN7JINjXYRtGsEbYNd,0
99,217,80,0.866,1,0.457,8,-14.616,0.0573,0.096,0,0.0565,0.651,120.005,361123,4ND4dDfxFWOZx5PXo0bU85,Kannai Kattikkollathae,A.R. Rahman,Iruvar,4ND4dDfxFWOZx5PXo0bU85,1
443,220,1,0.862,0,0.886,10,-5.423,0.123,0.184,1.33E-06,0.0565,0.896,124.031,216774,6eYsOcDdB5b6rTO5ubMxeV,"Private Party (From ""Don"")",Anirudh Ravichander,"Private Party (From ""Don"")",6eYsOcDdB5b6rTO5ubMxeV,1
647,128,4,0.472,0,0.253,0,-10.554,0.0263,0.864,2.20E-06,0.112,0.245,93.112,132500,6Eld5DFrem6tfHUY4gCmh3,"Azha Thonudhe (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,"Azha Thonudhe (From ""Kaathuvaakula Rendu Kaadhal"")",6Eld5DFrem6tfHUY4gCmh3,2
156,176,39,0.752,1,0.647,8,-8.459,0.0501,0.222,8.66E-06,0.0737,0.784,99.988,378040,5Lw43l88SSLFl0hbeQgjcJ,Varaaha Nathi,A.R. Rahman,Sangamam (Original Motion Picture Soundtrack),5Lw43l88SSLFl0hbeQgjcJ,0
376,224,5,0.638,0,0.842,7,-5.305,0.0524,0.174,0.000356,0.126,0.145,169.901,218823,6FQQiTpYnfc5803p84bQp1,Vikram - Title Track,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),6FQQiTpYnfc5803p84bQp1,3
399,228,9,0.756,0,0.795,10,-4.679,0.397,0.014,3.16E-05,0.0635,0.855,104.61,212857,4rGLwg8ej2ar25UJ5Rw7xz,"Evanda Enakku Custody (From ""Mahaan"")",Santhosh Narayanan,"Evanda Enakku Custody (From ""Mahaan"")",4rGLwg8ej2ar25UJ5Rw7xz,1
185,144,7,0.821,0,0.585,7,-9.199,0.101,0.12,0,0.336,0.839,134.95,392046,1xVbvazLCguoPCUbV9wXcw,Mudhalvanae,A.R. Rahman,Mudhalvan (Original Motion Picture Soundtrack),1xVbvazLCguoPCUbV9wXcw,1
491,139,8,0.697,1,0.663,6,-7.246,0.0486,0.0701,1.04E-05,0.112,0.407,96.968,242629,5D507IC1VOAg7bKkmOblr6,"Bae (From ""Don"")",Anirudh Ravichander,"Bae (From ""Don"")",5D507IC1VOAg7bKkmOblr6,0
145,190,53,0.855,0,0.386,7,-13.675,0.0995,0.0306,0,0.0656,0.444,101.393,280129,3CwY6XeqO7vQ21U70RDjLz,Usilambatti Pen Kutti Muthu,A.R. Rahman,Gentleman,3CwY6XeqO7vQ21U70RDjLz,1
460,191,60,0.582,0,0.748,9,-6.029,0.0349,0.108,0,0.0909,0.148,98.228,268056,6wBXSf1chpnyXGOSvANs0a,Thalli Pogathey,A.R. Rahman,Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack),6wBXSf1chpnyXGOSvANs0a,0
214,102,43,0.789,0,0.592,7,-7.063,0.0501,0.0808,0.00079,0.084,0.946,96.969,318600,6wdyJnmcSeBXUyR6H5gGKd,Suttum Vizhi,Harris Jayaraj,Ghajini (Original Motion Picture Soundtrack),6wdyJnmcSeBXUyR6H5gGKd,1
27,50,50,0.809,1,0.753,9,-8.152,0.0857,0.149,0,0.0494,0.255,114.065,275107,2yn7eAjsH20BDFwaMSMvsy,Sambo Siva Sambo,Sundar C. Babu,Naadodigal (Original Motion Picture Soundtrack),2yn7eAjsH20BDFwaMSMvsy,3
721,49,49,0.55,0,0.293,2,-12.413,0.0303,0.901,0.425,0.15,0.321,119.949,178482,55OWBVrrcsWEqs56IG8YIw,Jodi Nilave - The Pain of Tamizh,Anirudh Ravichander,Thangamagan (Original Motion Picture Soundtrack),55OWBVrrcsWEqs56IG8YIw,2
715,198,13,0.47,0,0.513,9,-10.076,0.0294,0.373,6.50E-06,0.123,0.477,95.015,284784,6sPW145Y3LSXd4p1LjBOcS,Kanave Kanave,Various Artists,David,6sPW145Y3LSXd4p1LjBOcS,2
680,79,8,0.566,0,0.424,0,-8.453,0.0463,0.831,0.000283,0.0787,0.649,171.91,414440,5zLYzYz727LRLid6HGOmlD,"Ennullae - From ""Valli""",Swarnalatha,"Swarnalatha Songs, Vol. 1",5zLYzYz727LRLid6HGOmlD,2
484,240,21,0.804,0,0.783,10,-6.625,0.179,0.136,3.45E-05,0.131,0.853,82.003,269605,5uYBDSIUfUZ4B8ZgbpxNFs,"Chaka Chakalathi (From ""Galatta Kalyaanam"")",A.R. Rahman,"Chaka Chakalathi (From ""Galatta Kalyaanam"")",5uYBDSIUfUZ4B8ZgbpxNFs,1
438,44,44,0.594,1,0.587,4,-8.705,0.0268,0.413,0.00013,0.0904,0.448,85.002,276706,3B4Wf3Fo11BXSuVPi1dtDO,Oh Oh - The First Love of Tamizh,Anirudh Ravichander,Thangamagan (Original Motion Picture Soundtrack),3B4Wf3Fo11BXSuVPi1dtDO,1
380,47,47,0.571,0,0.544,1,-6.555,0.0507,0.502,0,0.0617,0.375,129.869,274989,3QjFIgGhcrPS4VjkIYOddf,Sirukki Vaasam,Santhosh Narayanan,Kodi (Original Motion Picture Soundtrack),3QjFIgGhcrPS4VjkIYOddf,1
761,66,66,0.417,0,0.307,0,-8.797,0.0272,0.198,0.00197,0.109,0.123,80.05,93033,3oaJIrjlHgQkXHdIfBS0jg,Miss You Papa,Yuvan Shankar Raja,Pyaar Prema Kaadhal (Original Motion Picture Soundtrack),3oaJIrjlHgQkXHdIfBS0jg,2
102,26,26,0.659,0,0.454,9,-8.969,0.28,0.679,8.27E-06,0.16,0.546,166.948,303400,7al8tT3OvhGVVOj2ThN1GI,Yaaro Manathile,Harris Jayaraj,Dhaam Dhoom (Original Motion Picture Soundtrack),7al8tT3OvhGVVOj2ThN1GI,2
38,20,20,0.721,1,0.832,2,-8.202,0.0397,0.0688,0.785,0.111,0.5,110.114,79507,5O1Ra1nvyoqY3SwpOmJVqv,Uttama Villain Theme - Instrumental Version,Ghibran,Uttama Villain (Original Motion Picture Soundtrack),5O1Ra1nvyoqY3SwpOmJVqv,3
138,136,77,0.67,0,0.752,10,-10.337,0.0341,0.00329,9.20E-06,0.0583,0.39,107.953,296933,5tgl0lYQhHx3te5ZjbfJnO,Minsaram En Meedhu,Vidyasagar,Run,5tgl0lYQhHx3te5ZjbfJnO,1
253,197,60,0.453,1,0.0155,2,-30.34,0.157,0.191,0,0.123,0.0354,31.72,30000,62vYuJH6RHDPFsVwlHfM8j,Malargalae,A.R. Rahman,Love Birds,62vYuJH6RHDPFsVwlHfM8j,1
21,8,8,0.758,0,0.796,11,-6.483,0.17,0.165,4.10E-05,0.29,0.919,145.475,214125,2K058s9yrpoUfANaQt7Zu4,Polakattum Para Para,Anirudh Ravichander,Master (Original Motion Picture Soundtrack),2K058s9yrpoUfANaQt7Zu4,3
232,47,47,0.679,0,0.615,5,-8.548,0.0665,0.468,1.28E-06,0.19,0.706,100.072,319704,4sxIAAwSR2XPeehDZeSseG,Idhuthaanaa,Harris Jayaraj,Saamy (Original Motion Picture Soundtrack),4sxIAAwSR2XPeehDZeSseG,1
537,161,30,0.368,0,0.174,7,-17.293,0.0327,0.739,0.000262,0.122,0.326,80.06,310000,4tkSvA7zfuhwgHQbEeNEJU,"Kaathodu Kaathanen (From ""Jail"")",G. V. Prakash,"Kaathodu Kaathanen (From ""Jail"")",4tkSvA7zfuhwgHQbEeNEJU,0
573,45,45,0.576,1,0.67,9,-8.38,0.0454,0.277,0,0.101,0.395,90.007,423930,0TyyUNBUUkW87hfWgUOJWy,Oru Poiyavathu M,A.R. Rahman,Jodi (Original Motion Picture Soundtrack),0TyyUNBUUkW87hfWgUOJWy,2
616,14,14,0.803,1,0.426,3,-11.54,0.0742,0.418,2.23E-05,0.11,0.556,114.945,274853,6Z8oU8xMOie24Cflh2Sw6p,Venmegam,Yuvan Shankar Raja,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),6Z8oU8xMOie24Cflh2Sw6p,2
124,173,36,0.701,1,0.578,2,-12.007,0.051,0.194,0.000237,0.119,0.766,160.001,407605,4boyKRs06dwMUPJlPGibFb,Theenadai,Various Artists,En Swasa Kaatre,4boyKRs06dwMUPJlPGibFb,0
327,123,123,0.76,0,0.786,9,-3.776,0.0464,0.19,0,0.0974,0.925,147.949,290440,5hA3rXEanTpROJ2thUL6vw,Halena,Harris Jayaraj,Iru Mugan (Original Motion Picture Soundtrack),5hA3rXEanTpROJ2thUL6vw,1
282,65,6,0.589,0,0.424,4,-12.006,0.0359,0.844,0.00381,0.169,0.561,119.823,396467,7hMKAmUlUUYa5qEiHWK4bk,Pookkal Pookkum,G. V. Prakash,Madharasapattinam (Original Motion Picture Soundtrack),7hMKAmUlUUYa5qEiHWK4bk,1
362,38,38,0.699,0,0.496,1,-7.88,0.0479,0.74,0.000347,0.112,0.75,82.008,283907,4LIJn3SG7mCCNKQc6vyy5S,Yaaro Ivan,G. V. Prakash,Udhayam NH4 (Original Motion Picture Soundtrack),4LIJn3SG7mCCNKQc6vyy5S,1
299,59,59,0.637,0,0.357,0,-9.917,0.0246,0.584,0.0151,0.15,0.313,98.004,259592,7rXAo8EAnXAZFVBZ4NCGPN,Maari’s Aanandhi,Yuvan Shankar Raja,Maari 2 (Original Motion Picture Soundtrack),7rXAo8EAnXAZFVBZ4NCGPN,0
182,52,52,0.69,1,0.462,4,-9.934,0.0432,0.507,2.39E-06,0.066,0.842,82.017,333747,7mX6nQViFdi0Q6fvf8GtWN,Uyire En Uyire,Harris Jayaraj,Thotti Jaya (Original Motion Picture Soundtrack),7mX6nQViFdi0Q6fvf8GtWN,1
517,216,85,0.583,1,0.901,2,-5.785,0.0739,0.48,0,0.248,0.618,99.927,262540,5b1zcET4JFw1BHh8rsjHq3,Thangamey,Anirudh Ravichander,Wunderboy Anirudh,5b1zcET4JFw1BHh8rsjHq3,1
346,176,45,0.891,0,0.691,6,-9.417,0.0588,0.29,0.00564,0.0596,0.666,120.004,267120,4uSy3HJM1MaBk6IeehkSgD,Adada Mazhaida,Yuvan Shankar Raja,Paiya (Original Motion Picture Soundtrack),4uSy3HJM1MaBk6IeehkSgD,1
128,16,16,0.773,0,0.419,11,-8.756,0.0647,0.309,5.62E-05,0.281,0.578,121.982,304400,2PPYZHvvu02e1pSdE1FfvD,Anbe En Anbe,Harris Jayaraj,Dhaam Dhoom (Original Motion Picture Soundtrack),2PPYZHvvu02e1pSdE1FfvD,1
359,163,32,0.398,0,0.363,10,-7.257,0.0423,0.893,7.85E-06,0.0932,0.535,200.163,286200,4Uh41d7PlFHP2gCinJEWlr,Yaayum,Shabir,Sagaa (Original Motion Picture Soundtrack),4Uh41d7PlFHP2gCinJEWlr,0
227,127,68,0.686,1,0.755,2,-8.903,0.0535,0.15,0,0.0951,0.758,92.983,285623,3FDZNXLZnVdk5q2CLz3Fbz,Kanaa Kandenadi,Vidyasagar,Parthipan Kanavu,3FDZNXLZnVdk5q2CLz3Fbz,0
769,130,6,0.527,0,0.591,5,-7.632,0.0282,0.626,0.00798,0.385,0.543,119.932,198000,3yqkV2Vd0u4l9lUnlaFNZT,Porkanda Singam,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),3yqkV2Vd0u4l9lUnlaFNZT,2
304,13,13,0.502,1,0.625,0,-5.631,0.0309,0.379,0,0.198,0.442,80.217,243521,5fqsWynhQRpoIVeRfRu4yQ,Un Vizhigalil,Anirudh Ravichander,Maan Karate (Original Motion Picture Soundtrack),5fqsWynhQRpoIVeRfRu4yQ,0
83,39,39,0.732,1,0.592,9,-9.166,0.06,0.263,0,0.0799,0.657,129.975,295623,6scz6xYR9lJJcJLiB4BVYx,Mazhai Mazhai,Various Artists,Ullam Ketkume (Original Motion Picture Soundtrack),6scz6xYR9lJJcJLiB4BVYx,1
198,27,27,0.692,1,0.525,5,-8.076,0.0374,0.366,0,0.11,0.757,139.971,356040,33V094qdExdZKUo0jZSfuy,Urugudhe Maragudhe,G. V. Prakash,Veyil (Original Motion Picture Soundtrack),33V094qdExdZKUo0jZSfuy,1
673,106,35,0.639,1,0.319,1,-11.631,0.032,0.431,1.89E-06,0.154,0.61,91.024,351720,1Q3oZnMXBy55s8uFJmR1bE,Vennilave vennilave Vinnai,A.R. Rahman,Minsara Kanavu (Orignal Motion Picture Soundtrack),1Q3oZnMXBy55s8uFJmR1bE,2
